cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal
Data Scientist,XP Inc.,6.000,São Paulo,Híbrido,Júnior,3 anos de experiência,CLT,117.330,"Inclui bônus, PLR, stock options e comissões",79.980,37.350,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,9.778
Data Scientist,Empresa do Mercado Financeiro,5.000,"São Paulo, São Paulo",Remoto,Júnior,1 ano de experiência,CLT,81.650,"Inclui bônus, PLR, stock options e comissões",66.650,15.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,6.804
Data Scientist Jr,4intelligence,4.500,São Paulo,Remoto,Júnior,3 anos de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em março de 2025,"Séries temporais, curadoria",Seguro de vida | Vale-refeição | Plano de saúde | Gympass | Horário flexível | Home office,4.999
Data Scientist,DigiFarmz Smart Agriculture,15.000,"Porto Alegre, Rio Grande do Sul",Remoto,Líder / Coordenador,5 anos de experiência,PJ,180.000,"Inclui bônus, PLR, stock options e comissões",180.000,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Home Office | Gympass ou subsídio para academia | Day off no aniversário,15.000
Data Scientist,4intelligence,6.000,"São Paulo, São Paulo",Remoto,Pleno,2 anos de experiência,CLT,79.980,"Inclui bônus, PLR, stock options e comissões",79.980,Não informado,Saiu da empresa em 2023 (ex-funcionário),Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,6.665
Data Scientist,Raro Labs,8.000,"Belo Horizonte, Minas Gerais",Remoto,Pleno,3.4 anos de experiência,CLT,108.440,"Inclui bônus, PLR, stock options e comissões",106.640,1.800,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Licença paternidade estendida,9.037
Data Scientist,Magazine Luiza,13.200,"São Carlos, São Paulo",Remoto,Pleno,2 anos de experiência,CLT,175.956,"Inclui bônus, PLR, stock options e comissões",175.956,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Home Office | Day off no aniversário,14.663
Data Scientist,Banco Itaú,13.300,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,292.289,"Inclui bônus, PLR, stock options e comissões",177.289,115.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Gympass ou subsídio para academia | Day off no aniversário,24.357
Data Scientist,Tata Consulting Services,13.000,"Novo Hamburgo, Rio Grande do Sul",Remoto,Sênior,3 anos de experiência,CLT,173.290,"Inclui bônus, PLR, stock options e comissões",173.290,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Gympass ou subsídio para academia,14.441
Data Scientist,Isaac,13.000,"São Paulo, São Paulo",Remoto,Especialista,6 anos de experiência,CLT,173.290,"Inclui bônus, PLR, stock options e comissões",173.290,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis,14.441
Data Scientist,Isaac,10.500,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,139.965,"Inclui bônus, PLR, stock options e comissões",139.965,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Gympass ou subsídio para academia,11.664
Data Scientist,Globo,12.500,Rio de Janeiro,Remoto,Sênior,1 ano de experiência,CLT,196.625,"Inclui bônus, PLR, stock options e comissões",166.625,30.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,16.385
Data Scientist,Banco Bradesco,10.700,"Osasco, São Paulo",Híbrido,Pleno,5 anos de experiência,CLT,152.631,"Inclui bônus, PLR, stock options e comissões",142.631,10.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,12.719
Data Scientist,Cloudwalk,12.500,Minas Gerais,Remoto,Pleno,4 anos de experiência,CLT,166.625,"Inclui bônus, PLR, stock options e comissões",166.625,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Gympass ou subsídio para academia | Apoio psicológico,13.885
Data Scientist,E-core,6.167,"Rio de Janeiro, Rio de Janeiro",Remoto,Pleno,3 anos de experiência,CLT,88.379,"Inclui bônus, PLR, stock options e comissões",82.211,6.167,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,7.365
Data Scientist,Grupo Boticário,13.800,"Curitiba, Paraná",Remoto,Especialista,6 anos de experiência,CLT,219.954,"Inclui bônus, PLR, stock options e comissões",183.954,36.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,18.330
Data Scientist,Ambev Tech,15.800,São Paulo,Remoto,Especialista,8 anos de experiência,CLT,242.214,"Inclui bônus, PLR, stock options e comissões",210.614,31.600,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,20.185
Data Scientist,Nubank,21.700,"São Paulo, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,299.061,"Inclui bônus, PLR, stock options e comissões",289.261,9.800,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Stock Options | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,24.922
Data Scientist,LAW,7.000,"Licínio de Almeida, Bahia",Remoto,Pleno,4 anos de experiência,CLT,93.310,"Inclui bônus, PLR, stock options e comissões",93.310,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Internet | Plano de Saúde | Home Office | Horas extras | Day off no aniversário,7.776
Data Scientist,Zenvia,10.000,São Paulo,Remoto,Pleno,5 anos de experiência,CLT,133.300,"Inclui bônus, PLR, stock options e comissões",133.300,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,11.108
Data Scientist,Grupo Casas Bahia S.A,22.400,São Paulo,Híbrido,Gerente,14 anos de experiência,CLT,328.592,"Inclui bônus, PLR, stock options e comissões",298.592,30.000,Saiu da empresa em 2024 (ex-funcionário),Inteligência Artificial / Machine Learning,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,27.383
Data Scientist,IconPro GmbH,16.500,"Joinville, Santa Catarina",Remoto,Sênior,5 anos de experiência,CLT,219.945,"Inclui bônus, PLR, stock options e comissões",219.945,Não informado,Saiu da empresa em 2025 (ex-funcionário),Inteligência Artificial / Machine Learning,Home Office,18.329
Data Scientist,Carefy,4.550,"Ribeirão Preto, São Paulo",Presencial,Pleno,3 anos de experiência,CLT,60.652,"Inclui bônus, PLR, stock options e comissões",60.652,Não informado,Saiu da empresa em 2024 (ex-funcionário),Não informado,Café Grátis | Day off no aniversário,5.054
Data Scientist,Fiep,10.100,"Curitiba, Paraná",Remoto,Sênior,5 anos de experiência,CLT,134.633,"Inclui bônus, PLR, stock options e comissões",134.633,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Previdência privada,11.219
Data Scientist,iFood,14.000,São Paulo,Remoto,Sênior,4 anos de experiência,CLT,221.620,"Inclui bônus, PLR, stock options e comissões",186.620,35.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,18.468
Data Scientist,Banco Bradesco,20.900,"Osasco, São Paulo",Híbrido,Sênior,10 anos de experiência,CLT,308.597,"Inclui bônus, PLR, stock options e comissões",278.597,30.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,25.716
Data Scientist,99x,23.500,"Rio de Janeiro, Rio de Janeiro",Remoto,Sênior,5 anos de experiência,CLT,313.255,"Inclui bônus, PLR, stock options e comissões",313.255,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Home Office | Horário Flexível,26.105
Data Scientist (Risk),Cloudwalk,8.000,"Bauru, São Paulo",Remoto,Júnior,1 ano de experiência,CLT,106.640,"Inclui bônus, PLR, stock options e comissões",106.640,Não informado,Oferta de emprego recebida em fevereiro de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office,8.887
Data Analyst finance,Stellantis,8.100,"Betim, Minas Gerais",Remoto,Sênior,7 anos de experiência,CLT,119.973,"Inclui bônus, PLR, stock options e comissões",107.973,12.000,Funcionário em maio de 2025,Controladoria,Vale Alimentação | Plano de Saúde | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia,9.998
Senior Data Analyst,Mercado Livre,16.780,"Osasco, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,257.237,"Inclui bônus, PLR, stock options e comissões",223.677,33.560,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,21.436
Senior Data Analyst,Siemens,10.512,"São Paulo, São Paulo",Remoto,Sênior,12 anos de experiência,CLT,164.725,"Inclui bônus, PLR, stock options e comissões",140.125,20.000,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,13.727
Data Analyst,Vitrio,6.294,"São Paulo, São Paulo",Remoto,Sênior,1 ano de experiência,CLT,83.899,"Inclui bônus, PLR, stock options e comissões",83.899,Não informado,Funcionário em março de 2025,Dados,Vale Alimentação | Auxílio Internet | Plano de Saúde | Home Office | Celular Corporativo | Gympass ou subsídio para academia | Day off no aniversário,6.992
Senior data Analyst,Cadastra,8.000,Bahia,Remoto,Sênior,4.9 anos de experiência,CLT,106.640,"Inclui bônus, PLR, stock options e comissões",106.640,Não informado,Oferta de emprego recebida em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,8.887
Associate data analyst,Shopee,16.650,"São Paulo, São Paulo",Híbrido,Sênior,10 anos de experiência,CLT,254.945,"Inclui bônus, PLR, stock options e comissões",221.945,33.000,Funcionário em março de 2025,Engenharia de Software,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,21.245
Data Analyst,McKinsey & Company,8.600,"São Paulo, São Paulo",Híbrido,Pleno,4 anos de experiência,CLT,128.638,"Inclui bônus, PLR, stock options e comissões",114.638,14.000,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Gympass ou subsídio para academia | Licença paternidade estendida,10.720
Data Analyst,Cadastra,7.500,Rio Grande do Sul,Remoto,Sênior,10 anos de experiência,CLT,103.975,"Inclui bônus, PLR, stock options e comissões",99.975,4.000,Funcionário em março de 2025,Publicidade,Vale Alimentação | Auxílio Internet | Plano de Saúde | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Day off no aniversário,8.665
Data Analyst,E-core,9.500,"Campina Grande, Paraíba",Remoto,Sênior,10 anos de experiência,CLT,138.635,"Inclui bônus, PLR, stock options e comissões",126.635,12.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,11.553
Data analyst,Hotmart,10.300,São Paulo,Presencial,Pleno,2.5 anos de experiência,CLT,167.299,"Inclui bônus, PLR, stock options e comissões",137.299,30.000,Oferta de emprego recebida em julho de 2024,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Seguro de vida | Gympass ou subsídio para academia,13.942
Data Analyst,Cadastra,5.099,Rio Grande do Sul,Remoto,Pleno,4.8 anos de experiência,CLT,67.970,"Inclui bônus, PLR, stock options e comissões",67.970,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,5.664
Analista de dados pleno,Omnibees,7.000,"São Paulo, São Paulo",Presencial,Pleno,6 anos de experiência,CLT,93.310,"Inclui bônus, PLR, stock options e comissões",93.310,Não informado,Funcionário em agosto de 2025,Banco de Dados,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,7.776
Analista de Dados,iFood,13.600,"Osasco, São Paulo",Remoto,Sênior,4 anos de experiência,CLT,181.288,"Inclui bônus, PLR, stock options e comissões",181.288,Não informado,Funcionário em junho de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,15.107
Analista de Dados,SulAmerica Saude,7.100,"São Paulo, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,105.143,"Inclui bônus, PLR, stock options e comissões",94.643,10.500,Funcionário em junho de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,8.762
Analista de dados e BI,Accenture,7.500,"Porto Alegre, Rio Grande do Sul",Remoto,Sênior,4.5 anos de experiência,CLT,107.475,"Inclui bônus, PLR, stock options e comissões",99.975,7.500,Funcionário em maio de 2025,Banco de Dados,Vale Refeição | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,8.956
Analista de Dados Sênior,ConectCar,9.000,"São Paulo, São Paulo",Híbrido,Sênior,3 anos de experiência,CLT,137.970,"Inclui bônus, PLR, stock options e comissões",119.970,18.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,11.498
Analista de dados e BI,Grupo GPS,8.000,"Brasília, Distrito Federal",Presencial,Pleno,5 anos de experiência,CLT,106.640,"Inclui bônus, PLR, stock options e comissões",106.640,Não informado,Funcionário em abril de 2025,Outra,Vale Alimentação | Vale Transporte,8.887
Analista de Dados,Banco BMG,10.500,"São Paulo, São Paulo",Híbrido,Sênior,10 anos de experiência,CLT,157.965,"Inclui bônus, PLR, stock options e comissões",139.965,18.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,13.164
Analista de Dados,Banco Itaú,8.300,"São Paulo, São Paulo",Híbrido,Júnior,4 anos de experiência,CLT,170.639,"Inclui bônus, PLR, stock options e comissões",110.639,60.000,Funcionário em abril de 2025,Análise Financeira,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,14.220
Analista de Dados,iFood,14.900,"São Paulo, São Paulo",Remoto,Sênior,4 anos de experiência,CLT,228.617,"Inclui bônus, PLR, stock options e comissões",198.617,30.000,Funcionário em abril de 2025,Não informado,Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,19.051
Analista de Dados,Maxmilhas,3.580,"Belo Horizonte, Minas Gerais",Presencial,Júnior,6 anos de experiência,CLT,47.721,"Inclui bônus, PLR, stock options e comissões",47.721,Não informado,Funcionário em abril de 2025,Não informado,Não informado,3.977
Analista de Dados,Riachuelo,2.000,"São Paulo, São Paulo",Híbrido,Júnior,2.5 anos de experiência,CLT,26.660,"Inclui bônus, PLR, stock options e comissões",26.660,Não informado,Saiu da empresa em 2022 (ex-funcionário),Não informado,Vale Refeição | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida,2.222
Analista de Dados,Bignardi Industria de Papeis e Artefatos,1.500,"São Paulo, São Paulo",Presencial,Júnior,1.5 anos de experiência,CLT,19.995,"Inclui bônus, PLR, stock options e comissões",19.995,Não informado,Saiu da empresa em 2020 (ex-funcionário),Não informado,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Licença maternidade estendida,1.666
Analista de Dados,Collinson Group,5.000,São Paulo,Híbrido,Júnior,5 anos de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Saiu da empresa em 2023 (ex-funcionário),Não informado,Vale Refeição | Vale Transporte | Plano de Saúde | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,5.554
Analista de Dados,iFood,12.000,"Osasco, São Paulo",Remoto,Sênior,3 anos de experiência,CLT,159.960,"Inclui bônus, PLR, stock options e comissões",159.960,Não informado,Oferta de emprego recebida em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico,13.330
Analista de dados e BI,V4 Company,3.500,"Curitiba, Paraná",Remoto,Pleno,4 anos de experiência,PJ,42.000,"Inclui bônus, PLR, stock options e comissões",42.000,Não informado,Saiu da empresa em 2025 (ex-funcionário),Marketing Digital,Home Office | Horário Flexível | Gympass ou subsídio para academia,3.500
Analista de Dados,Gol Linhas Aéreas,4.750,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,68.068,"Inclui bônus, PLR, stock options e comissões",63.318,4.750,Funcionário em abril de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Viagens | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,5.672
Analista de Dados,Sinch,8.000,"São Paulo, São Paulo",Remoto,Pleno,5 anos de experiência,CLT,106.640,"Inclui bônus, PLR, stock options e comissões",106.640,Não informado,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida,8.887
Analista de dados e BI,Dentsu,4.142,"São Paulo, São Paulo",Remoto,Júnior,3 anos de experiência,CLT,55.213,"Inclui bônus, PLR, stock options e comissões",55.213,Não informado,Funcionário em abril de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,4.601
Analista de Dados,FLUENCY ACADEMY,3.678,"São Carlos, São Paulo",Remoto,Júnior,2 anos de experiência,CLT,49.028,"Inclui bônus, PLR, stock options e comissões",49.028,Não informado,Funcionário em abril de 2025,Pesquisa de Mercado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,4.086
Analista de dados senior,Secretaria de Saude de belo horizonte,9.100,Minas Gerais,Presencial,Sênior,2 anos de experiência,CLT,121.303,"Inclui bônus, PLR, stock options e comissões",121.303,Não informado,Oferta de emprego recebida em janeiro de 2025,Banco de Dados,Vale Alimentação,10.109
Analista de Dados,Naturgy,1.100,"Rio de Janeiro, Rio de Janeiro",Híbrido,Estagiário,0.8 anos de experiência,Estágio,13.200,"Inclui bônus, PLR, stock options e comissões",13.200,Não informado,Funcionário em abril de 2025,Pesquisa de Mercado,Vale Refeição,1.100
Analista de Dados,Instituto internacional para Sustentabilidade,9.758,"Rio de Janeiro, Rio de Janeiro",Remoto,Sênior,9 anos de experiência,PJ,117.096,"Inclui bônus, PLR, stock options e comissões",117.096,Não informado,Funcionário em abril de 2025,Outra,Não informado,9.758
Analista de Dados,Unidas,4.500,"Belo Horizonte, Minas Gerais",Híbrido,Pleno,1 ano de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,4.999
Analista de Dados,Banco Itaú,10.406,"São Paulo, São Paulo",Híbrido,Sênior,9 anos de experiência,CLT,172.404,"Inclui bônus, PLR, stock options e comissões",138.712,33.692,Funcionário em abril de 2025,Juri Ops,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,14.367
Analista de dados e BI,Stefanini,4.500,"Rio de Janeiro, Rio de Janeiro",Remoto,Júnior,2 anos de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office,4.999
Analista de Dados,Polígono Capital,8.900,São Paulo,Híbrido,Especialista,8 anos de experiência,CLT,128.637,"Inclui bônus, PLR, stock options e comissões",118.637,10.000,Funcionário em abril de 2025,Análise Financeira,Vale Refeição | Vale Alimentação | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Apoio psicológico,10.720
Analista de Dados,Embraer,6.200,"São José dos Campos, São Paulo",Híbrido,Especialista,4 anos de experiência,CLT,82.646,"Inclui bônus, PLR, stock options e comissões",82.646,Não informado,Funcionário em abril de 2025,Desenvolvimento Full Stack,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,6.887
analista de dados,Louis Dreyfus Company,7.760,"Santos, São Paulo",Híbrido,Pleno,7 anos de experiência,CLT,111.201,"Inclui bônus, PLR, stock options e comissões",103.441,7.760,Funcionário em abril de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Previdência privada,9.267
